,NOC,Year,Num_Athletes
3062,Omilos Ereton Peiraios-2,1906,3
3063,Omilos Ereton Smyrnis,1906,5
3064,Oranje,1920,3
3065,Orion,2008,1
3066,Ormsund Roklub-2,1912,5
3067,"Osborne Swimming Club, Manchester",1900,7
3068,Oxalis,2008,1
3069,Paka,1936,2
3070,Paka V,1952,2
3071,Pakaria,1960,2
3072,Pakistan,1948,44
3073,Pakistan,1952,51
3074,Pakistan,1956,79
3075,Pakistan,1960,53
3076,Pakistan,1964,47
3077,Pakistan,1968,15
3078,Pakistan,1972,26
3079,Pakistan,1976,24
3080,Pakistan,1984,33
3081,Pakistan,1988,33
3082,Pakistan,1992,28
3083,Pakistan,1996,24
3084,Pakistan,2000,27
3085,Pakistan,2004,26
3086,Pakistan,2008,22
3087,Pakistan,2012,21
3088,Pakistan,2016,7
3089,Pakistan,2020,10
3090,Pakistan,2024,10
3091,Palau,2000,5
3092,Palau,2004,4
3093,Palau,2008,5
3094,Palau,2012,5
3095,Palau,2016,6
3096,Palau,2020,3
3097,Palau,2024,3
3098,Palestine,1996,1
3099,Palestine,2000,2
3100,Palestine,2004,3
3101,Palestine,2008,4
3102,Palestine,2012,5
3103,Palestine,2016,6
3104,Palestine,2020,5
3105,Palestine,2024,8
3106,Pam,1956,3
3107,Pampero,1948,3
3108,Pampero,1952,3
3109,Pampero,1956,3
3110,Pan,1928,5
3111,Pan,1948,3
3112,Pan,1952,3
3113,Pan II,1956,3
3114,Pan-Hellenic Athletic Club,1904,5
3115,Panama,1928,2
3116,Panama,1948,2
3117,Panama,1952,1
3118,Panama,1960,8
3119,Panama,1964,15
3120,Panama,1968,16
3121,Panama,1972,8
3122,Panama,1976,13
3123,Panama,1984,10
3124,Panama,1988,9
3125,Panama,1992,7
3126,Panama,1996,9
3127,Panama,2000,7
3128,Panama,2004,5
3129,Panama,2008,5
3130,Panama,2012,8
3131,Panama,2016,14
3132,Panama,2020,11
3133,Panama,2024,13
3134,Pandora,1964,2
3135,Panhellenios Gymnastikos Syllogos-1,1906,11
3136,Pannonia RC/National RC,1908,9
3137,Papua New Guinea,1976,9
3138,Papua New Guinea,1984,12
3139,Papua New Guinea,1988,15
3140,Papua New Guinea,1992,19
3141,Papua New Guinea,1996,17
3142,Papua New Guinea,2000,5
3143,Papua New Guinea,2004,6
3144,Papua New Guinea,2008,9
3145,Papua New Guinea,2012,8
3146,Papua New Guinea,2016,8
3147,Papua New Guinea,2020,8
3148,Papua New Guinea,2024,7
3149,Paraguay,1968,1
3150,Paraguay,1972,3
3151,Paraguay,1976,6
3152,Paraguay,1984,18
3153,Paraguay,1988,13
3154,Paraguay,1992,31
3155,Paraguay,1996,7
3156,Paraguay,2000,5
3157,Paraguay,2004,22
3158,Paraguay,2008,7
3159,Paraguay,2012,10
3160,Paraguay,2016,11
3161,Paraguay,2020,9
3162,Paraguay,2024,29
3163,Partenope,1960,3
3164,Pasodoble,1960,2
3165,"Passaic Turnverein, Passaic",1904,6
3166,Patricia,1960,3
3167,Paula,1956,3
3168,Pegaso,1936,2
3169,Peiraikos Syndesmos-2,1906,8
3170,Peri,1960,2
3171,Peri II,1964,2
3172,Persey,1960,3
3173,Peru,1900,2
3174,Peru,1932,3
3175,Peru,1936,46
3176,Peru,1948,49
3177,Peru,1956,10
3178,Peru,1960,33
3179,Peru,1964,40
3180,Peru,1968,33
3181,Peru,1972,31
3182,Peru,1976,14
3183,Peru,1980,38
3184,Peru,1984,44
3185,Peru,1988,26
3186,Peru,1992,21
3187,Peru,1996,33
3188,Peru,2000,22
3189,Peru,2004,14
3190,Peru,2008,13
3191,Peru,2012,16
3192,Peru,2016,34
3193,Peru,2020,42
3194,Peru,2024,32
3195,Pettit-Poucet-6,1900,1
3196,"Phalainis ton Thorichtou ""Hydra""-2",1906,24
3197,"Phalainis ton Thorichtou ""Psara""-3",1906,7
3198,"Philadelphia Turngemeinde, Philadelphia",1904,6
3199,Philippines,1924,2
3200,Philippines,1928,6
3201,Philippines,1932,8
3202,Philippines,1936,40
3203,Philippines,1948,31
3204,Philippines,1952,28
3205,Philippines,1956,48
3206,Philippines,1960,46
3207,Philippines,1964,67
3208,Philippines,1968,89
3209,Philippines,1972,79
3210,Philippines,1976,22
3211,Philippines,1984,32
3212,Philippines,1988,42
3213,Philippines,1992,38
3214,Philippines,1996,18
3215,Philippines,2000,22
3216,Philippines,2004,21
3217,Philippines,2008,17
3218,Philippines,2012,11
3219,Philippines,2016,13
3220,Philippines,2020,27
3221,Philippines,2024,44
3222,Phoenix,1964,3
3223,Pierre et Jean-3,1900,1
3224,Pierre et Jean-4,1900,2
3225,Pigoule,1964,2
3226,Pimm,1960,2
3227,Pirouette-31,1900,1
3228,Pirouette-5,1900,2
3229,Pistoja/Firenze,1906,9
3230,Plume-Patte-5,1900,2
3231,Plume-patte-32,1900,1
3232,Poland,1912,1
3233,Poland,1924,100
3234,Poland,1928,146
3235,Poland,1932,71
3236,Poland,1936,172
3237,Poland,1948,52
3238,Poland,1952,248
3239,Poland,1956,118
3240,Poland,1960,307
3241,Poland,1964,240
3242,Poland,1968,296
3243,Poland,1972,412
3244,Poland,1976,286
3245,Poland,1980,418
3246,Poland,1988,192
3247,Poland,1992,259
3248,Poland,1996,203
3249,Poland,2000,236
3250,Poland,2004,224
3251,Poland,2008,312
3252,Poland,2012,252
3253,Poland,2016,285
3254,Poland,2020,282
3255,Poland,2024,312
3256,Poland-1,1972,2
3257,Poland-1,1992,2
3258,Poland-1,1996,2
3259,Poland-1,2000,2
3260,Poland-1,2008,2
3261,Poland-1,2012,2
3262,Poland-1,2016,2
3263,Poland-2,1972,2
3264,Poland-2,1992,2
3265,Poland-2,1996,2
3266,Poland-2,2000,2
3267,Poland-2,2008,2
3268,Poland-2,2012,2
3269,Poland-2,2016,2
3270,Poland-3,1972,2
3271,Polyteknisk Roklub-1,1912,5
3272,Pop Art,2008,1
3273,Portugal,1912,8
3274,Portugal,1920,40
3275,Portugal,1924,47
3276,Portugal,1928,35
3277,Portugal,1932,8
3278,Portugal,1936,23
3279,Portugal,1948,57
3280,Portugal,1952,147
3281,Portugal,1956,13
3282,Portugal,1960,99
3283,Portugal,1964,20
3284,Portugal,1968,33
3285,Portugal,1972,41
3286,Portugal,1976,36
3287,Portugal,1980,18
3288,Portugal,1984,48
3289,Portugal,1988,91
3290,Portugal,1992,115
3291,Portugal,1996,131
3292,Portugal,2000,64
3293,Portugal,2004,93
3294,Portugal,2008,84
3295,Portugal,2012,98
3296,Portugal,2016,106
3297,Portugal,2020,113
3298,Portugal,2024,95
3299,Posillipo III,1960,3
3300,Potomac Archers,1904,4
3301,Potsdam,1936,1
3302,Pousse-Moi Pas VII,1964,2
3303,Primorka,1952,2
3304,Proteus II,1964,3
3305,Puerto Rico,1948,9
3306,Puerto Rico,1952,23
3307,Puerto Rico,1956,14
3308,Puerto Rico,1960,29
3309,Puerto Rico,1964,45
3310,Puerto Rico,1968,99
3311,Puerto Rico,1972,60
3312,Puerto Rico,1976,112
3313,Puerto Rico,1980,3
3314,Puerto Rico,1984,58
3315,Puerto Rico,1988,56
3316,Puerto Rico,1992,101
3317,Puerto Rico,1996,91
3318,Puerto Rico,2000,38
3319,Puerto Rico,2004,52
3320,Puerto Rico,2008,31
3321,Puerto Rico,2012,28
3322,Puerto Rico,2016,41
3323,Puerto Rico,2020,39
3324,Puerto Rico,2024,53
3325,Pupilles de Neptune de Lille #1-3,1900,7
3326,Pupilles de Neptune de Lille #2-1,1900,8
3327,Pupilles de Neptune de Lille-1,1900,4
3328,Qatar,1984,26
3329,Qatar,1988,13
3330,Qatar,1992,30
3331,Qatar,1996,13
3332,Qatar,2000,19
3333,Qatar,2004,15
3334,Qatar,2008,20
3335,Qatar,2012,14
3336,Qatar,2016,42
3337,Qatar,2020,17
3338,Qatar,2024,13
3339,Qu'Importe,1936,5
3340,Quand-Mme-2,1900,9
3341,Quand-Mme-33,1900,4
3342,Quando Quando,2008,1
3343,Quicksilver-2,1908,2
3344,"R.-V. Germania, Leitmeritz",1912,5
3345,Racing Club de France,1900,11
3346,Raili,1948,6
3347,Ral-Club Barcelona,1900,5
3348,Ralia,1952,5
3349,Rambo,2008,1
3350,Rampage,1964,2
3351,Ravel,2008,1
3352,Ravenswood Boat Club-2,1904,2
3353,Red Dragon,1956,3
3354,Red Indian,1948,2
3355,Refugee Olympic Athletes,2016,12
3356,Refugee Olympic Team,2020,35
3357,Relampago,2008,1
3358,Republic of Moldova,2024,30
3359,Republic of the Congo,2020,3
3360,Rhodesia,1960,10
3361,Rhythm,1948,3
3362,Riccar,1964,2
3363,Rififi,1960,3
3364,Rika II,1956,4
3365,Roddklubben af 1912-1,1912,5
3366,Roddklubben af 1912-2,1912,9
3367,Roehampton-1,1908,4
3368,Roklubb Kbnhavn-2,1912,5
3369,Roma,1906,9
3370,Romania,1900,1
3371,Romania,1924,45
3372,Romania,1928,33
3373,Romania,1932,2
3374,Romania,1936,118
3375,Romania,1952,241
3376,Romania,1956,103
3377,Romania,1960,156
3378,Romania,1964,232
3379,Romania,1968,100
3380,Romania,1972,258
3381,Romania,1976,255
3382,Romania,1980,339
3383,Romania,1984,193
3384,Romania,1988,172
3385,Romania,1992,302
3386,Romania,1996,284
3387,Romania,2000,252
3388,Romania,2004,193
3389,Romania,2008,172
3390,Romania,2012,155
3391,Romania,2016,117
3392,Romania,2020,119
3393,Romania,2024,144
3394,Romania-1,1992,2
3395,Romania-1,2016,2
3396,Romania-2,1992,2
3397,Romania-2,2016,2
3398,Romolo,1956,2
3399,Rose Pompon,1920,3
3400,Rostock,1936,1
3401,Rowing Club Castillon-3,1900,3
3402,Roy,1964,3
3403,Royal Club Nautique de Gand,1900,11
3404,Royal Club Nautique de Gand,1906,6
3405,Royal Club Nautique de Gand,1908,9
3406,Royal Club Nautique de Gand,1912,5
3407,Rozenn-3,1900,1
3408,Rush IV,1956,4
3409,Rush V,1956,3
3410,Rush VII,1964,3
3411,Russia,1900,5
3412,Russia,1908,7
3413,Russia,1912,266
3414,Russia,1924,3
3415,Russia,1996,552
3416,Russia,2000,602
3417,Russia,2004,593
3418,Russia,2008,600
3419,Russia,2012,549
3420,Russia,2016,406
3421,Russia,2020,561
3422,Russia,2024,46
3423,Rwanda,1984,6
3424,Rwanda,1988,8
3425,Rwanda,1992,10
3426,Rwanda,1996,4
3427,Rwanda,2000,5
3428,Rwanda,2004,5
3429,Rwanda,2008,4
3430,Rwanda,2012,7
3431,Rwanda,2016,7
3432,Rwanda,2020,5
3433,Rwanda,2024,8
3434,Saar,1952,93
3435,Sabre,1952,3
3436,Saga-2,1908,5
3437,SagaII,1960,3
3438,Saint Kitts and Nevis,1996,14
3439,Saint Kitts and Nevis,2000,4
3440,Saint Kitts and Nevis,2004,2
3441,Saint Kitts and Nevis,2008,6
3442,Saint Kitts and Nevis,2012,7
3443,Saint Kitts and Nevis,2016,9
3444,Saint Kitts and Nevis,2020,2
3445,Saint Lucia,1996,8
3446,Saint Lucia,2000,5
3447,Saint Lucia,2004,2
3448,Saint Lucia,2008,4
3449,Saint Lucia,2012,4
3450,Saint Lucia,2016,5
3451,Saint Lucia,2020,5
3452,Saint Lucia,2024,5
3453,Saint Vincent and the Grenadines,1988,6
3454,Saint Vincent and the Grenadines,1992,8
3455,Saint Vincent and the Grenadines,1996,12
3456,Saint Vincent and the Grenadines,2000,4
3457,Saint Vincent and the Grenadines,2004,3
3458,Saint Vincent and the Grenadines,2008,2
3459,Saint Vincent and the Grenadines,2012,3
3460,Saint Vincent and the Grenadines,2016,4
3461,Saint Vincent and the Grenadines,2020,3
3462,Salamander,1960,3
3463,Salinero,2008,1
3464,Samoa,1984,9
3465,Samoa,1988,11
3466,Samoa,1992,5
3467,Samoa,1996,5
3468,Samoa,2000,5
3469,Samoa,2004,3
3470,Samoa,2008,7
3471,Samoa,2012,9
3472,Samoa,2016,9
3473,Samoa,2020,13
3474,Samoa,2024,24
3475,San Marino,1960,13
3476,San Marino,1968,4
3477,San Marino,1972,7
3478,San Marino,1976,10
3479,San Marino,1980,16
3480,San Marino,1984,31
3481,San Marino,1988,15
3482,San Marino,1992,20
3483,San Marino,1996,7
3484,San Marino,2000,4
3485,San Marino,2004,5
3486,San Marino,2008,4
3487,San Marino,2012,4
3488,San Marino,2016,4
3489,San Marino,2020,8
3490,San Marino,2024,5
3491,Sandra,1924,3
3492,Sans Atout-1,1912,5
3493,Santa Maria,1932,6
3494,Sao Tome & Principe,2024,3
3495,Sao Tome and Principe,1996,2
3496,Sao Tome and Principe,2000,2
3497,Sao Tome and Principe,2004,2
3498,Sao Tome and Principe,2008,4
3499,Sao Tome and Principe,2012,2
3500,Sao Tome and Principe,2016,3
3501,Sarcelle-3,1900,6
3502,Sarcelle-35,1900,3
3503,Saskia,1936,6
3504,Sass-2,1912,3
3505,Satchmo,2008,1
3506,Saudi Arabia,1972,14
3507,Saudi Arabia,1976,19
3508,Saudi Arabia,1984,42
3509,Saudi Arabia,1988,13
3510,Saudi Arabia,1992,17
3511,Saudi Arabia,1996,34
3512,Saudi Arabia,2000,23
3513,Saudi Arabia,2004,16
3514,Saudi Arabia,2008,18
3515,Saudi Arabia,2012,23
3516,Saudi Arabia,2016,11
3517,Saudi Arabia,2020,33
3518,Saudi Arabia,2024,11
3519,Scamasaxe-2,1900,2
3520,Scamasaxe-3,1900,2
3521,Scamasaxe-34,1900,2
3522,Scaup,1948,2
3523,Scotia,1900,9
3524,Scotland,1912,8
3525,Scotland-2,1912,8
3526,Scotland-3,1908,11
3527,Scram,1960,2
3528,Sea Dog-2,1908,2
3529,Seawanhaka Boat Club-1,1904,2
3530,Senegal,1964,14
3531,Senegal,1968,24
3532,Senegal,1972,40
3533,Senegal,1976,33
3534,Senegal,1980,39
3535,Senegal,1984,29
3536,Senegal,1988,35
3537,Senegal,1992,25
3538,Senegal,1996,12
3539,Senegal,2000,32
3540,Senegal,2004,21
3541,Senegal,2008,17
3542,Senegal,2012,32
3543,Senegal,2016,22
3544,Senegal,2020,9
3545,Senegal,2024,13
3546,Serbia,1912,2
3547,Serbia,2008,97
3548,Serbia,2012,130
3549,Serbia,2016,127
3550,Serbia,2020,110
3551,Serbia,2024,135
3552,Serbia and Montenegro,1996,79
3553,Serbia and Montenegro,2000,125
3554,Serbia and Montenegro,2004,96
3555,Serbia-1,2012,2
3556,Serbia-2,2012,2
3557,Serendipity,1964,3
3558,Seychelles,1980,21
3559,Seychelles,1984,15
3560,Seychelles,1992,21
3561,Seychelles,1996,9
3562,Seychelles,2000,9
3563,Seychelles,2004,10
3564,Seychelles,2008,10
3565,Seychelles,2012,6
3566,Seychelles,2016,10
3567,Seychelles,2020,6
3568,Seychelles,2024,3
3569,Sheerio,1936,6
3570,Shoveller,1952,3
3571,Shrew II,1960,2
3572,Siames-Cat,1960,2
3573,Sibindi-2,1908,3
3574,Sidi Fekkar-36,1900,4
3575,Sidi-Fekkar-14,1900,8
3576,Sierra Leone,1968,4
3577,Sierra Leone,1980,32
3578,Sierra Leone,1984,10
3579,Sierra Leone,1988,20
3580,Sierra Leone,1992,15
3581,Sierra Leone,1996,19
3582,Sierra Leone,2000,3
3583,Sierra Leone,2004,2
3584,Sierra Leone,2008,3
3585,Sierra Leone,2012,2
3586,Sierra Leone,2016,4
3587,Sierra Leone,2020,4
3588,Sierra Leone,2024,4
3589,Sif,1920,4
3590,Sildra-1,1920,4
3591,Silja,1936,6
3592,Singapore,1948,1
3593,Singapore,1952,7
3594,Singapore,1956,48
3595,Singapore,1960,2
3596,Singapore,1968,6
3597,Singapore,1972,12
3598,Singapore,1976,4
3599,Singapore,1984,14
3600,Singapore,1988,27
3601,Singapore,1992,37
3602,Singapore,1996,35
3603,Singapore,2000,23
3604,Singapore,2004,18
3605,Singapore,2008,36
3606,Singapore,2012,36
3607,Singapore,2016,32
3608,Singapore,2020,30
3609,Singapore,2024,32
3610,Singapore-1,2004,2
3611,Singapore-2,2004,2
3612,Singy-37,1900,2
3613,Singy-7,1900,2
3614,Sirene,1960,2
3615,Sjhxa,1952,3
3616,Sjovinge,1960,2
3617,Skidoo,1952,3
3618,Skum,1960,2
3619,Slaghoken,1948,3
3620,Slaghoken II,1956,3
3621,Slovakia,1996,94
3622,Slovakia,2000,132
3623,Slovakia,2004,80
3624,Slovakia,2008,67
3625,Slovakia,2012,65
3626,Slovakia,2016,63
3627,Slovakia,2020,56
3628,Slovakia,2024,38
3629,Slovakia-1,1996,2
3630,Slovakia-1,2004,2
3631,Slovakia-2,1996,2
3632,Slovakia-2,2004,2
3633,Slovenia,1992,47
3634,Slovenia,1996,47
3635,Slovenia,2000,90
3636,Slovenia,2004,98
3637,Slovenia,2008,73
3638,Slovenia,2012,78
3639,Slovenia,2016,70
3640,Slovenia,2020,64
3641,Slovenia,2024,117
3642,Slovenia-1,2004,2
3643,Slovenia-2,2004,2
3644,Smyrna,1906,11
3645,Snap,1948,3
3646,Snowten III,1960,3
3647,Snude,1952,3
3648,So Tom and Prncipe,2020,5
3649,"Socialer Turnverein, Detroit",1904,6
3650,Societ Nautique de la Marne,1900,8
3651,Societ Nautique de la Marne-1,1900,2
3652,Societ Nautique de la Marne-3,1900,4
3653,Socit Nautique de Bayonne,1912,19
3654,Socit Nautique de Bayonne-1,1906,3
3655,Socit Nautique de Bayonne-2,1906,8
3656,Socit Nautique de la Basse Seine-1,1906,8
3657,Socit Nautique de la Basse Seine-2,1906,3
3658,Solomon Islands,1984,3
3659,Solomon Islands,1988,5
3660,Solomon Islands,1992,1
3661,Solomon Islands,1996,4
3662,Solomon Islands,2000,2
3663,Solomon Islands,2004,2
3664,Solomon Islands,2008,3
3665,Solomon Islands,2012,4
3666,Solomon Islands,2016,3
3667,Solomon Islands,2020,3
3668,Solomon Islands,2024,2
3669,Solos Carex,2008,1
3670,Somalia,1972,4
3671,Somalia,1984,9
3672,Somalia,1988,5
3673,Somalia,1996,4
3674,Somalia,2000,2
3675,Somalia,2004,2
3676,Somalia,2008,2
3677,Somalia,2012,2
3678,Somalia,2016,2
3679,Somalia,2020,2
3680,Somalia,2024,1
3681,Sonja II,1912,3
3682,Sorais-2,1908,5
3683,Souriceau-38,1900,1
3684,Souriceau-4,1900,2
3685,South Africa,1904,3
3686,South Africa,1908,33
3687,South Africa,1912,56
3688,South Africa,1920,93
3689,South Africa,1924,44
3690,South Africa,1928,40
3691,South Africa,1932,18
3692,South Africa,1936,54
3693,South Africa,1948,43
3694,South Africa,1952,106
3695,South Africa,1956,85
3696,South Africa,1960,70
3697,South Africa,1992,141
3698,South Africa,1996,111
3699,South Africa,2000,161
3700,South Africa,2004,128
3701,South Africa,2008,179
3702,South Africa,2012,145
3703,South Africa,2016,155
3704,South Africa,2020,211
3705,South Africa,2024,161
3706,South Africa-1,1920,2
3707,South Africa-2,1920,2
3708,South Korea,1948,48
3709,South Korea,1952,22
3710,South Korea,1956,36
3711,South Korea,1960,49
3712,South Korea,1964,240
3713,South Korea,1968,66
3714,South Korea,1972,43
3715,South Korea,1976,51
3716,South Korea,1984,240
3717,South Korea,1988,547
3718,South Korea,1992,306
3719,South Korea,1996,397
3720,South Korea,2000,339
3721,South Korea,2004,324
3722,South Korea,2008,317
3723,South Korea,2012,304
3724,South Korea,2016,255
3725,South Korea,2020,338
3726,South Korea-1,1988,2
3727,South Korea-1,1992,8
3728,South Korea-1,1996,10
3729,South Korea-1,2000,10
3730,South Korea-1,2004,10
3731,South Korea-1,2008,6
3732,South Korea-1,2012,4
3733,South Korea-1,2016,4
3734,South Korea-2,1988,2
3735,South Korea-2,1992,8
3736,South Korea-2,1996,10
3737,South Korea-2,2000,10
3738,South Korea-2,2004,10
3739,South Korea-2,2008,6
3740,South Korea-2,2012,4
3741,South Korea-2,2016,4
3742,"South St Louis Turnverein, St Louis",1904,6
3743,South Sudan,2016,3
3744,South Sudan,2020,2
3745,South Sudan,2024,14
3746,South Vietnam,1952,13
3747,South Vietnam,1956,10
3748,South Vietnam,1960,5
3749,South Vietnam,1964,23
3750,South Vietnam,1968,9
3751,South Vietnam,1972,2
3752,South Yemen,1988,5
3753,Souvenance,1900,1
3754,Soviet Union,1952,443
3755,Soviet Union,1956,401
3756,Soviet Union,1960,404
3757,Soviet Union,1964,453
3758,Soviet Union,1968,471
3759,Soviet Union,1972,531
3760,Soviet Union,1976,574
3761,Soviet Union,1980,660
3762,Soviet Union,1988,647
3763,Spain,1900,6
3764,Spain,1920,107
3765,Spain,1924,140
3766,Spain,1928,101
3767,Spain,1932,8
3768,Spain,1948,81
3769,Spain,1952,42
3770,Spain,1956,12
3771,Spain,1960,228
3772,Spain,1964,67
3773,Spain,1968,137
3774,Spain,1972,162
3775,Spain,1976,160
3776,Spain,1980,211
3777,Spain,1984,257
3778,Spain,1988,317
3779,Spain,1992,537
3780,Spain,1996,380
3781,Spain,2000,431
3782,Spain,2004,415
3783,Spain,2008,347
3784,Spain,2012,331
3785,Spain,2016,353
3786,Spain,2020,429
3787,Spain,2024,526
3788,Spain-1,1900,1
3789,Spain-1,1920,2
3790,Spain-1,1924,4
3791,Spain-1,1996,2
3792,Spain-1,2004,4
3793,Spain-1,2008,4
3794,Spain-1,2012,4
3795,Spain-1,2016,6
3796,Spain-2,1920,2
3797,Spain-2,1924,4
3798,Spain-2,1996,2
3799,Spain-2,2004,4
3800,Spain-2,2008,4
3801,Spain-2,2012,4
3802,Spain-2,2016,4
3803,Spirit III,1956,4
3804,Spirit VI,1960,3
3805,Springbok,1932,2
3806,Squid III,1964,2
3807,Sri Lanka,1948,10
3808,Sri Lanka,1952,7
3809,Sri Lanka,1956,3
3810,Sri Lanka,1960,5
3811,Sri Lanka,1964,7
3812,Sri Lanka,1968,3
3813,Sri Lanka,1972,6
3814,Sri Lanka,1980,4
3815,Sri Lanka,1984,6
3816,Sri Lanka,1988,9
3817,Sri Lanka,1992,16
3818,Sri Lanka,1996,11
3819,Sri Lanka,2000,24
3820,Sri Lanka,2004,8
3821,Sri Lanka,2008,9
3822,Sri Lanka,2012,8
3823,Sri Lanka,2016,10
3824,Sri Lanka,2020,13
3825,Sri Lanka,2024,6
3826,St Kitts and Nevis,2024,3
3827,St. Louis Amateur Athletic Association,1904,12
3828,St. Louis Southwest Turnverein #1-2,1904,5
3829,St. Louis Southwest Turnverein #2-3,1904,5
3830,St. Margrite,1948,2
3831,St. Rose-2,1904,12
3832,StVincent&Grenadines,2024,4
3833,Stade Franais AC-2,1900,2
3834,Starita,1948,2
3835,Starlight III,1956,2
3836,State VI,1964,3
3837,Stella-2,1920,3
3838,Struten,1960,3
3839,Studenternes Roklub-2,1912,5
3840,Subbnboana,1964,4
3841,Sudan,1960,13
3842,Sudan,1968,7
3843,Sudan,1972,31
3844,Sudan,1984,9
3845,Sudan,1988,8
3846,Sudan,1992,7
3847,Sudan,1996,4
3848,Sudan,2000,3
3849,Sudan,2004,4
3850,Sudan,2008,9
3851,Sudan,2012,6
3852,Sudan,2016,6
3853,Sudan,2020,5
3854,Sudan,2024,4
3855,Sunrise,2008,1
3856,Sunshine,1936,2
3857,Suriname,1968,1
3858,Suriname,1972,3
3859,Suriname,1976,4
3860,Suriname,1984,7
3861,Suriname,1988,10
3862,Suriname,1992,9
3863,Suriname,1996,11
3864,Suriname,2000,5
3865,Suriname,2004,4
3866,Suriname,2008,4
3867,Suriname,2012,5
3868,Suriname,2016,6
3869,Suriname,2020,5
3870,Suriname,2024,6
3871,Surprise,1960,3
3872,Suzon IV-39,1900,1
3873,Suzon IV-5,1900,2
3874,Suzy-2,1920,3
3875,Swaziland,1972,4
3876,Swaziland,1984,11
3877,Swaziland,1988,15
3878,Swaziland,1992,10
3879,Swaziland,1996,6
3880,Swaziland,2000,6
3881,Swaziland,2004,3
3882,Swaziland,2008,4
3883,Swaziland,2012,3
3884,Swaziland,2016,2
3885,Sweden,1896,5
3886,Sweden,1900,24
3887,Sweden,1906,95
3888,Sweden,1908,263
3889,Sweden,1912,614
3890,Sweden,1920,385
3891,Sweden,1924,249
3892,Sweden,1928,129
3893,Sweden,1932,122
3894,Sweden,1936,218
3895,Sweden,1948,211
3896,Sweden,1952,342
3897,Sweden,1956,180
3898,Sweden,1960,248
3899,Sweden,1964,165
3900,Sweden,1968,186
3901,Sweden,1972,186
3902,Sweden,1976,163
3903,Sweden,1980,201
3904,Sweden,1984,254
3905,Sweden,1988,247
3906,Sweden,1992,244
3907,Sweden,1996,225
3908,Sweden,2000,194
3909,Sweden,2004,155
3910,Sweden,2008,162
3911,Sweden,2012,168
3912,Sweden,2016,186
3913,Sweden,2020,173
3914,Sweden,2024,173
3915,Sweden-1,1912,8
3916,Sweden-1,1920,4
3917,Sweden-1,1924,2
3918,Sweden-1,1988,2
3919,Sweden-1,1992,4
3920,Sweden-1,1996,4
3921,Sweden-1,2000,2
3922,Sweden-1,2008,2
3923,Sweden-2,1912,8
3924,Sweden-2,1920,4
3925,Sweden-2,1924,2
3926,Sweden-2,1988,2
3927,Sweden-2,1992,4
3928,Sweden-2,1996,4
3929,Sweden-2,2000,2
3930,Sweden-2,2004,2
3931,Sweden-2,2008,2
3932,Sweden-3,1912,8
3933,Sweden-4,1912,2
3934,Swedish Star,1932,2
3935,Swift,1948,2
3936,Switzerland,1896,8
3937,Switzerland,1900,43
3938,Switzerland,1904,7
3939,Switzerland,1906,45
3940,Switzerland,1908,1
3941,Switzerland,1912,7
3942,Switzerland,1920,126
3943,Switzerland,1924,258
3944,Switzerland,1928,236
3945,Switzerland,1932,9
3946,Switzerland,1936,322
3947,Switzerland,1948,279
3948,Switzerland,1952,241
3949,Switzerland,1956,18
3950,Switzerland,1960,211
3951,Switzerland,1964,122
3952,Switzerland,1968,155
3953,Switzerland,1972,265
3954,Switzerland,1976,101
3955,Switzerland,1980,86
3956,Switzerland,1984,245
3957,Switzerland,1988,151
3958,Switzerland,1992,171
3959,Switzerland,1996,172
3960,Switzerland,2000,138
3961,Switzerland,2004,134
3962,Switzerland,2008,112
3963,Switzerland,2012,122
3964,Switzerland,2016,148
3965,Switzerland,2020,196
3966,Switzerland,2024,218
3967,Switzerland-1,1924,2
3968,Switzerland-1,2004,2
3969,Switzerland-1,2008,2
3970,Switzerland-1,2012,2
3971,Switzerland-1,2016,2
3972,Switzerland-2,1924,2
3973,Switzerland-2,2004,2
3974,Switzerland-2,2008,2
3975,Switzerland-2,2012,2
3976,Switzerland-2,2016,2
3977,Sydney Rowing Club,1912,9
3978,Sylvia,1928,6
3979,Symphony,1948,2
3980,Syndi,1964,2
3981,Syria,1948,1
3982,Syria,1968,2
3983,Syria,1972,5
3984,Syria,1980,71
3985,Syria,1984,9
3986,Syria,1988,13
3987,Syria,1992,9
3988,Syria,1996,8
3989,Syria,2000,8
3990,Syria,2004,6
3991,Syria,2008,7
3992,Syria,2012,10
3993,Syria,2016,7
3994,Syria,2020,6
3995,Syria,2024,10
3996,Taifun,1912,5
3997,Taifun,1964,2
3998,Tajamar,1960,2
3999,Tajikistan,1996,8
4000,Tajikistan,2000,4
4001,Tajikistan,2004,9
4002,Tajikistan,2008,16
4003,Tajikistan,2012,16
4004,Tajikistan,2016,7
4005,Tajikistan,2020,10
4006,Tajikistan,2024,14
4007,Tan-Fe-Pah,1920,3
4008,Tango,1960,3
4009,Tango,1964,3
4010,Tantalus,1964,2
4011,Tanzania,1964,4
4012,Tanzania,1968,5
4013,Tanzania,1972,22
4014,Tanzania,1980,48
4015,Tanzania,1984,21
4016,Tanzania,1988,10
4017,Tanzania,1992,9
4018,Tanzania,1996,7
4019,Tanzania,2000,4
4020,Tanzania,2004,9
4021,Tanzania,2008,9
4022,Tanzania,2012,6
4023,Tanzania,2016,7
4024,Tanzania,2020,3
4025,Tanzania,2024,7
4026,Tengiri,1960,2
